Particle_Type_Code,Mixing_rate_rpm,Chitosan_TPP_Ratio_v_v,Chitosan_Concentration_mg_ml,TPP_Concentration_mg_ml,Particle_Diameter_nm
0,500,1.5,4,4.5,436.3297
0,500,1.5,4,5,436.0482
0,500,1.5,4.5,0.25,451.8767
0,500,1.5,4.5,0.5,454.0854
0,500,1.5,4.5,0.75,435.4497
0,500,1.5,4.5,1,423.6972
0,500,1.5,4.5,1.25,402.9616
0,500,1.5,4.5,1.5,400.0649
0,500,1.5,4.5,2,502.4476
0,500,1.5,4.5,2.5,512.5951
0,500,1.5,4.5,3,510.216
0,500,1.5,4.5,3.5,513.2152
0,500,1.5,4.5,4,559.3911
0,500,1.5,4.5,4.5,518.3607
0,500,1.5,4.5,5,618.4066
0,500,1.5,5,0.25,516.2623
0,500,1.5,5,0.5,478.3742
0,500,1.5,5,0.75,474.2232
0,500,1.5,5,1,475.6539
0,500,1.5,5,1.25,476.1158
0,500,1.5,5,1.5,465.3689
0,500,1.5,5,2,505.6916
0,500,1.5,5,2.5,538.5886
0,500,1.5,5,3,512.1461
0,500,1.5,5,3.5,511.1021
0,500,1.5,5,4,515.8442
0,500,1.5,5,4.5,509.9156
0,500,1.5,5,5,499.4757
0,500,2,0.25,0.25,0
0,500,2,0.25,0.5,514.6476
0,500,2,0.25,0.75,497.1067
0,500,2,0.25,1,509.2599
0,500,2,0.25,1.25,482.6833
0,500,2,0.25,1.5,456.1509
0,500,2,0.25,2,440.8997
0,500,2,0.25,2.5,435.1551
0,500,2,0.25,3,427.5899
0,500,2,0.25,3.5,428.7398
0,500,2,0.25,4,442.1773
0,500,2,0.25,4.5,435.9571
0,500,2,0.25,5,430.54
0,500,2,0.5,0.25,439.6876
0,500,2,0.5,0.5,449.2961
0,500,2,0.5,0.75,493.7919
0,500,2,0.5,1,536.1687
0,500,2,0.5,1.25,481.3216
0,500,2,0.5,1.5,520.8148
0,500,2,0.5,2,489.7202
0,500,2,0.5,2.5,519.2719
0,500,2,0.5,3,501.9859
0,500,2,0.5,3.5,528.6953
0,500,2,0.5,4,564.9191
0,500,2,0.5,4.5,554.8113
0,500,2,0.5,5,527.865
0,500,2,0.75,0.25,535.4511
0,500,2,0.75,0.5,508.7973
0,500,2,0.75,0.75,527.7731
0,500,2,0.75,1,548.6728
0,500,2,0.75,1.25,527.0932
0,500,2,0.75,1.5,543.8524
0,500,2,0.75,2,538.5865
0,500,2,0.75,2.5,538.8882
0,500,2,0.75,3,463.234
0,500,2,0.75,3.5,475.8864
0,500,2,0.75,4,550.3186
0,500,2,0.75,4.5,460.0096
0,500,2,0.75,5,460.0096
0,500,2,1,0.25,467.3612
0,500,2,1,0.5,450.9906
0,500,2,1,0.75,466.263
0,500,2,1,1,482.451
0,500,2,1,1.25,464.189
0,500,2,1,1.5,549.1792
0,500,2,1,2,453.3094
0,500,2,1,2.5,592.5193
0,500,2,1,3,459.7314
0,500,2,1,3.5,561.0905
0,500,2,1,4,482.7224
0,500,2,1,4.5,463.9024
0,500,2,1,5,446.4341
0,500,2,1.25,0.25,454.2804
0,500,2,1.25,0.5,482.8776
0,500,2,1.25,0.75,431.4847
0,500,2,1.25,1,439.0125
0,500,2,1.25,1.25,435.2557
0,500,2,1.25,1.5,454.6729
0,500,2,1.25,2,448.12
0,500,2,1.25,2.5,463.6432
0,500,2,1.25,3,447.8781
0,500,2,1.25,3.5,458.6041
0,500,2,1.25,4,450.5036
0,500,2,1.25,4.5,449.0795
0,500,2,1.25,5,432.1942
0,500,2,1.5,0.25,449.4393
0,500,2,1.5,0.5,448.0926
0,500,2,1.5,0.75,446.7771
0,500,2,1.5,1,447.2407
0,500,2,1.5,1.25,446.4215
0,500,2,1.5,1.5,452.1323
0,500,2,1.5,2,443.8247
0,500,2,1.5,2.5,456.7918
0,500,2,1.5,3,451.0003
0,500,2,1.5,3.5,461.839
0,500,2,1.5,4,451.4913
0,500,2,1.5,4.5,469.8361
0,500,2,1.5,5,454.0286
0,500,2,2,0.25,454.5082
0,500,2,2,0.5,482.64
0,500,2,2,0.75,445.6019
0,500,2,2,1,434.9303
0,500,2,2,1.25,453.7383
0,500,2,2,1.5,436.1967
0,500,2,2,2,411.9645
0,500,2,2,2.5,463.0703
0,500,2,2,3,452.3704
0,500,2,2,3.5,447.0068
0,500,2,2,4,461.4845
0,500,2,2,4.5,435.2778
0,500,2,2,5,456.9034
0,500,2,2.5,0.25,451.8812
0,500,2,2.5,0.5,463.6989
0,500,2,2.5,0.75,459.5266
0,500,2,2.5,1,450.9875
0,500,2,2.5,1.25,429.3611
0,500,2,2.5,1.5,464.7537
0,500,2,2.5,2,464.7855
0,500,2,2.5,2.5,437.5633
0,500,2,2.5,3,452.1978
0,500,2,2.5,3.5,463.6146
0,500,2,2.5,4,448.8419
0,500,2,2.5,4.5,452.9152
0,500,2,2.5,5,464.8983
0,500,2,3,0.25,457.7432
0,500,2,3,0.5,447.2335
0,500,2,3,0.75,459.364
0,500,2,3,1,460.2199
0,500,2,3,1.25,447.4788
0,500,2,3,1.5,453.5462
0,500,2,3,2,461.1602
0,500,2,3,2.5,450.6948
0,500,2,3,3,435.6751
0,500,2,3,3.5,443.5324
0,500,2,3,4,462.179
0,500,2,3,4.5,452.9675
0,500,2,3,5,456.3389
0,500,2,3.5,0.25,421.3942
0,500,2,3.5,0.5,488.8552
0,500,2,3.5,0.75,467.6835
0,500,2,3.5,1,470.7846
0,500,2,3.5,1.25,490.1645
0,500,2,3.5,1.5,481.6365
0,500,2,3.5,2,460.9098
0,500,2,3.5,2.5,472.4731
0,500,2,3.5,3,472.0488
0,500,2,3.5,3.5,436.4273
0,500,2,3.5,4,488.9613
0,500,2,3.5,4.5,438.3418
0,500,2,3.5,5,460.005
0,500,2,4,0.25,438.147
0,500,2,4,0.5,455.0995
0,500,2,4,0.75,461.8062
0,500,2,4,1,468.1076
0,500,2,4,1.25,468.0106
0,500,2,4,1.5,462.0051
0,500,2,4,2,462.424
0,500,2,4,2.5,454.558
0,500,2,4,3,453.2682
0,500,2,4,3.5,454.0766
0,500,2,4,4,455.5112
0,500,2,4,4.5,449.3594
0,500,2,4,5,435.2357
0,500,2,4.5,0.25,450.128
0,500,2,4.5,0.5,461.6125
0,500,2,4.5,0.75,458.7926
0,500,2,4.5,1,462.318
0,500,2,4.5,1.25,447.4888
0,500,2,4.5,1.5,465.7308
0,500,2,4.5,2,627.7238
0,500,2,4.5,2.5,528.0277
0,500,2,4.5,3,465.1229
0,500,2,4.5,3.5,449.7975
0,500,2,4.5,4,487.9518
0,500,2,4.5,4.5,440.9199
0,500,2,4.5,5,446.0481
0,500,2,5,0.25,436.2444
0,500,2,5,0.5,448.2829
0,500,2,5,0.75,456.6614
0,500,2,5,1,445.9925
0,500,2,5,1.25,440.0121
0,500,2,5,1.5,463.6314
0,500,2,5,2,462.938
0,500,2,5,2.5,474.4868
0,500,2,5,3,460.0917
0,500,2,5,3.5,416.6311
0,500,2,5,4,460.0027
0,500,2,5,4.5,516.952
0,500,2,5,5,452.0056
